rank,property_id,address,latitude,longitude,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,days_on_zillow,image,listing_type,broker_name,input,property_url,listing_url
773,26254599,"102 Elmo Ave, San Antonio, TX 78225",29.384376,-98.53360500000001,115000.0,2.0,3.0,2044.0 sqft,158100.0,1672.0,0.0,https://photos.zillowstatic.com/fp/99694d30b5f29d9e34b6241bb5d21828-p_e.jpg,House for sale,"John Chunn Realty, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/102-Elmo-Ave-San-Antonio-TX-78225/26254599_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
299,2068783551,"3504 Huntsford Dr, Houston, TX 77008",29.790290999999996,-95.438647,537163.0,3.0,3.0,1839.0 sqft,524900.0,2481.0,0.0,https://photos.zillowstatic.com/fp/b9b1db4a59fcc51ce61cee4b56a17405-p_e.jpg,New construction,RE/MAX Universal,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3504-Huntsford-Dr-Houston-TX-77008/2068783551_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
374,251429322,"13577 Sproatley St, El Paso, TX 79928",31.711358,-106.221354,299950.0,3.0,3.0,2566.0 sqft,286100.0,1950.0,0.0,https://photos.zillowstatic.com/fp/ee46a20ce90a8e226aa587472249371c-p_e.jpg,House for sale,Clear View Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/13577-Sproatley-St-El-Paso-TX-79928/251429322_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
787,2082487490,"11214 Montebello Ct, Piney Point Village, TX 77024",29.761242,-95.51314599999999,2000000.0,4.0,5.0,5250.0 sqft,2121800.0,7625.0,0.0,https://photos.zillowstatic.com/fp/a28d65f40ca8e8a253fc6b01556aa946-p_e.jpg,House for sale,Keller Williams Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/11214-Montebello-Ct-Piney-Point-Village-TX-77024/2082487490_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
356,26409390,"1415 Canyon Parke Dr, San Antonio, TX 78232",29.569608000000002,-98.469658,285000.0,3.0,4.0,2479.0 sqft,300200.0,1688.0,0.0,https://photos.zillowstatic.com/fp/1daa743ed4952fc7eeab37cdda29241d-p_e.jpg,House for sale,Keller Williams Heritage,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1415-Canyon-Parke-Dr-San-Antonio-TX-78232/26409390_zpid/,https://www.zillow.com/homes/TX_rb/9_p/
384,28784737,"7721 Wolverine Dr, Corpus Christi, TX 78414",27.650732,-97.380974,249900.0,2.0,3.0,1572.0 sqft,222400.0,1849.0,0.0,https://photos.zillowstatic.com/fp/1078267b5822957b8174f86b5f64b024-p_e.jpg,House for sale,Gomez Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/7721-Wolverine-Dr-Corpus-Christi-TX-78414/28784737_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
300,2068783606,"3506 Huntsford Dr, Houston, TX 77008",29.790290999999996,-95.438785,579985.0,3.0,4.0,2631.0 sqft,578600.0,3463.0,0.0,https://photos.zillowstatic.com/fp/5ab1a3b892321c889b615fe66e09ce42-p_e.jpg,New construction,RE/MAX Universal,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3506-Huntsford-Dr-Houston-TX-77008/2068783606_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
151,69211674,"10322 Pioneer Dr, Corpus Christi, TX 78410",27.834834000000004,-97.571848,289900.0,3.0,3.0,2321.0 sqft,291000.0,2199.0,0.0,https://photos.zillowstatic.com/fp/4317f813045b5ed40f2e19d8867a5e7e-p_e.jpg,House for sale,Coldwell Banker Pacesetter NW,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/10322-Pioneer-Dr-Corpus-Christi-TX-78410/69211674_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
61,70299660,"15714 W Chamfer Way, Crosby, TX 77532",29.907673,-95.083228,329900.0,3.0,4.0,2886.0 sqft,325100.0,2292.0,0.0,https://photos.zillowstatic.com/fp/ae56d5b78208182f13f385033e6e2af8-p_e.jpg,House for sale,Fathom Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/15714-W-Chamfer-Way-Crosby-TX-77532/70299660_zpid/,https://www.zillow.com/homes/TX_rb/2_p/
139,169467040,"8329 Pioneer Fld, San Antonio, TX 78253",29.519259,-98.79959000000001,330000.0,3.0,4.0,2522.0 sqft,337700.0,2245.0,0.0,https://photos.zillowstatic.com/fp/96a01cea4e71387586bb5d42dbb3da57-p_e.jpg,House for sale,"JB Goodwin, REALTORS",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8329-Pioneer-Fld-San-Antonio-TX-78253/169467040_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
203,243981113,"22606 Threefold Ridge Dr, Hockley, TX 77447",30.080765000000003,-95.776939,255000.0,2.0,3.0,1827.0 sqft,251600.0,1996.0,0.0,https://photos.zillowstatic.com/fp/862a72c840b28fe0c1b97654750c3190-p_e.jpg,House for sale,Home Topic Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/22606-Threefold-Ridge-Dr-Hockley-TX-77447/243981113_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
697,26345237,"7702 Shady Hollow Ln, San Antonio, TX 78255",29.587719,-98.638481,550000.0,3.0,4.0,2731.0 sqft,442900.0,2497.0,0.0,https://photos.zillowstatic.com/fp/679583ce9d29e811b9d3aa07a05d505e-p_e.jpg,House for sale,Engel Interests,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/7702-Shady-Hollow-Ln-San-Antonio-TX-78255/26345237_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
788,28009230,"503 Regal St, Houston, TX 77034",29.647291999999997,-95.224489,190000.0,2.0,3.0,1432.0 sqft,194500.0,1470.0,0.0,https://photos.zillowstatic.com/fp/391ed806acfd8e1a4ce14ad5f95d3ba5-p_e.jpg,House for sale,Prime Realty Group,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/503-Regal-St-Houston-TX-77034/28009230_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
100,224984239,"192 Pine Grv, Livingston, TX 77351",30.800109000000003,-95.07325,199900.0,2.0,2.0,1496.0 sqft,194200.0,1350.0,0.0,https://photos.zillowstatic.com/fp/a3c343bb309db1596e78a6768ab47cf4-p_e.jpg,House for sale,RE/MAX Lake Livingston,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/192-Pine-Grv-Livingston-TX-77351/224984239_zpid/,https://www.zillow.com/homes/TX_rb/3_p/
766,28278405,"13610 Twopenny Ln, Houston, TX 77015",29.803165999999997,-95.180375,199000.0,2.0,3.0,1654.0 sqft,197300.0,1632.0,0.0,https://photos.zillowstatic.com/fp/4e3748a07e92296b396274deceb8545b-p_e.jpg,House for sale,JLA Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/13610-Twopenny-Ln-Houston-TX-77015/28278405_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
702,120817657,"954 Tramonto Vista Ct, El Paso, TX 79932",31.88782,-106.622675,429990.0,3.0,4.0,2861.0 sqft,432200.0,2896.0,0.0,https://photos.zillowstatic.com/fp/5cd3a5508aa8f0a6ea30859162899fa5-p_e.jpg,House for sale,Dream Work Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/954-Tramonto-Vista-Ct-El-Paso-TX-79932/120817657_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
298,27843038,"946 Lawrence St, Houston, TX 77008",29.788539,-95.406736,799000.0,3.0,3.0,3152.0 sqft,831500.0,4856.0,0.0,https://photos.zillowstatic.com/fp/0157922dc730f6bae955fb45c69f3cc8-p_e.jpg,House for sale,KSP,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/946-Lawrence-St-Houston-TX-77008/27843038_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
386,84049734,"14106 Blisswood Dr, Houston, TX 77044",29.926292,-95.186309,375900.0,3.0,4.0,3453.0 sqft,357900.0,2195.0,0.0,https://photos.zillowstatic.com/fp/e663f47156e2ca0ec7aa70fcde929a86-p_e.jpg,House for sale,Realty Associates - Baytown,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/14106-Blisswood-Dr-Houston-TX-77044/84049734_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
60,122882436,"8521 Sunset Loch Dr, Spring, TX 77379",30.036476,-95.55373900000001,255000.0,3.0,3.0,1747.0 sqft,255000.0,1866.0,0.0,https://photos.zillowstatic.com/fp/7db12c24d6feb86daa494ac35bc11d92-p_e.jpg,Townhouse for sale,Keller Williams Professionals,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8521-Sunset-Loch-Dr-Spring-TX-77379/122882436_zpid/,https://www.zillow.com/homes/TX_rb/2_p/
68,28448309,"3926 Forest Village Dr, Kingwood, TX 77339",30.065734999999997,-95.203924,299000.0,3.0,4.0,2450.0 sqft,302100.0,2115.0,0.0,https://photos.zillowstatic.com/fp/541242a11c37105e2fc3337ff4a6fbe8-p_e.jpg,House for sale,Texas United Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3926-Forest-Village-Dr-Kingwood-TX-77339/28448309_zpid/,https://www.zillow.com/homes/TX_rb/2_p/
127,89611828,"27515 Nichols Pass, Boerne, TX 78015",29.707555,-98.655061,548000.0,4.0,5.0,4089.0 sqft,573200.0,3135.0,0.0,https://photos.zillowstatic.com/fp/36685c330fcc74622bd90c0f6f037d95-p_e.jpg,House for sale,"Home Sweet Home Boerne, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/27515-Nichols-Pass-Boerne-TX-78015/89611828_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
590,124393778,"3125 Night Flight, San Antonio, TX 78245",29.399171000000003,-98.71445200000001,325000.0,4.0,4.0,2799.0 sqft,330700.0,2116.0,0.0,https://photos.zillowstatic.com/fp/aacd29f64da6ceb0256a2472e74e4bbd-p_e.jpg,House for sale,Keller Williams Heritage,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3125-Night-Flight-San-Antonio-TX-78245/124393778_zpid/,https://www.zillow.com/homes/TX_rb/15_p/
525,145656076,"2313 Yaupon Range Dr, Leander, TX 78641",30.528868,-97.872152,480000.0,2.0,3.0,2097.0 sqft,500400.0,2361.0,0.0,https://photos.zillowstatic.com/fp/f826f79e1af53fbe9f6957172d0a6a4f-p_e.jpg,Active,Texas Premier Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2313-Yaupon-Range-Dr-Leander-TX-78641/145656076_zpid/,https://www.zillow.com/homes/TX_rb/14_p/
765,27956373,"1114 Grovewood Ln, Houston, TX 77008",29.793508000000003,-95.418267,1249000.0,5.0,5.0,4450.0 sqft,1275000.0,7737.0,0.0,https://photos.zillowstatic.com/fp/66d968b69180d2c2d236234f01c582ab-p_e.jpg,New construction,Boulevard Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1114-Grovewood-Ln-Houston-TX-77008/27956373_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
609,102484750,"16715 Mount Everest St, San Antonio, TX 78232",29.594487,-98.466918,550000.0,3.0,3.0,2100.0 sqft,482100.0,2656.0,0.0,https://photos.zillowstatic.com/fp/a86d6e194e37d51bc58c3da4a5752e20-p_e.jpg,House for sale,San Antonio Portfolio KW RE AH,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/16715-Mount-Everest-St-San-Antonio-TX-78232/102484750_zpid/,https://www.zillow.com/homes/TX_rb/16_p/
136,28231877,"654 N Eldridge Pkwy, Houston, TX 77079",29.772496000000004,-95.619366,225000.0,3.0,2.0,1796.0 sqft,211200.0,2313.0,0.0,https://photos.zillowstatic.com/fp/883eeb3a9b4c741da40e61b68222dec0-p_e.jpg,Townhouse for sale,World Wide Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/654-N-Eldridge-Pkwy-Houston-TX-77079/28231877_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
571,70307891,"19406 Dickson Park Dr, Spring, TX 77373",30.048485,-95.42441,296000.0,2.0,3.0,2580.0 sqft,266900.0,2099.0,0.0,https://photos.zillowstatic.com/fp/ca63af6144de59bc89ed35b4ae5a6b16-p_e.jpg,House for sale,BHGRE Gary Greene,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/19406-Dickson-Park-Dr-Spring-TX-77373/70307891_zpid/,https://www.zillow.com/homes/TX_rb/15_p/
202,28160841,"2754 Shadowdale Dr, Houston, TX 77043",29.822537,-95.553492,625000.0,4.0,4.0,2651.0 sqft,525300.0,3189.0,0.0,https://photos.zillowstatic.com/fp/4a1b43066afdc99cd2885068c9b7093d-p_e.jpg,House for sale,Walzel Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2754-Shadowdale-Dr-Houston-TX-77043/28160841_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
774,313222222,"529 Moonvine Way, New Braunfels, TX 78130",29.7283,-98.090271,300000.0,2.0,4.0,1672.0 sqft,296300.0,1950.0,0.0,https://photos.zillowstatic.com/fp/3ccc1e9746f747e9e55a4778f3fc7d51-p_e.jpg,House for sale,Global Realty Group,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/529-Moonvine-Way-New-Braunfels-TX-78130/313222222_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
746,26390749,"3534 Wellsprings Dr, San Antonio, TX 78230",29.542563,-98.554282,375000.0,3.0,3.0,1739.0 sqft,271400.0,1800.0,0.0,https://photos.zillowstatic.com/fp/718ddb5ce4a286ef2337dacbe8916e0f-p_e.jpg,House for sale,Kuper Sotheby's Int'l Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3534-Wellsprings-Dr-San-Antonio-TX-78230/26390749_zpid/,https://www.zillow.com/homes/TX_rb/19_p/
110,108838504,"1624 W Hayes Ave, Alton, TX 78573",26.281390000000002,-98.332986,189000.0,2.0,3.0,1447.0 sqft,183500.0,1414.0,0.0,https://photos.zillowstatic.com/fp/c696a1943002fa1215b4c19b1b6c8d4a-p_e.jpg,House for sale,"Wounded Warrior Realty, Llc",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1624-W-Hayes-Ave-Alton-TX-78573/108838504_zpid/,https://www.zillow.com/homes/TX_rb/3_p/
399,54702268,"408 Cedar Branch Dr, League City, TX 77573",29.496307,-95.12801800000001,294900.0,3.0,4.0,2069.0 sqft,300800.0,2300.0,0.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.496307,-95.128018&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=j2ovzLO5aB-mJ7QPzcNxDzSUs64=",House for sale,RE/MAX Space Center-Clear Lake,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/408-Cedar-Branch-Dr-League-City-TX-77573/54702268_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
1,27368227,"1604 Hawthorne St, El Paso, TX 79902",31.766645,-106.500302,185000.0,2.0,3.0,1491.0 sqft,167100.0,1498.0,0.0,https://photos.zillowstatic.com/fp/9664f642f233d3b78e5815aab0c8dac9-p_e.jpg,House for sale,Home Pros Real Estate Group,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1604-Hawthorne-St-El-Paso-TX-79902/27368227_zpid/,https://www.zillow.com/homes/TX_rb/
22,27944532,"2420 Potomac Dr, Houston, TX 77057",29.741219,-95.488973,515000.0,3.0,3.0,2405.0 sqft,447900.0,2743.0,0.0,https://photos.zillowstatic.com/fp/99d8c67c02d5f484583ed4f6cb36b39c-p_e.jpg,Townhouse for sale,Coldwell Banker Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2420-Potomac-Dr-Houston-TX-77057/27944532_zpid/,https://www.zillow.com/homes/TX_rb/
682,242708479,"6013 Rio Grande Ave, Midland, TX 79707",32.017355,-102.173389,414900.0,2.0,4.0,2320.0 sqft,417000.0,3193.0,0.0,https://photos.zillowstatic.com/fp/906d479527e9ad27d456edde62ab3a93-p_e.jpg,House for sale,Legacy Real Estate Brokerage,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/6013-Rio-Grande-Ave-Midland-TX-79707/242708479_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
718,252251814,"103 Road 662, Dayton, TX 77535",30.143524,-94.899475,369900.0,2.0,4.0,2222.0 sqft,367900.0,2521.0,0.0,https://photos.zillowstatic.com/fp/268e52a1706f6173dcef3fb1ff74a182-p_e.jpg,House for sale,"eXp Realty, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/103-Road-662-Dayton-TX-77535/252251814_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
717,28043967,"10402 Hazelhurst Dr, Houston, TX 77043",29.79819,-95.554071,584900.0,3.0,4.0,2351.0 sqft,591300.0,3850.0,0.0,https://photos.zillowstatic.com/fp/5c2a24bc9b921698f254ea4fe37616fc-p_e.jpg,House for sale,J. Lindsey Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/10402-Hazelhurst-Dr-Houston-TX-77043/28043967_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
316,27810710,"3 Remington Ln, Houston, TX 77005",29.72353,-95.393242,12500000.0,7.0,4.0,7823.0 sqft,5924300.0,35742.0,0.0,https://photos.zillowstatic.com/fp/35c47563f13e767b9e724abe0af8ec03-p_e.jpg,House for sale,Martha Turner Sotheby's,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3-Remington-Ln-Houston-TX-77005/27810710_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
65,112320242,"145 County Road 201, Sargent, TX 77414",28.781404,-95.626863,399900.0,3.0,4.0,1446.0 sqft,305400.0,1640.0,0.0,https://photos.zillowstatic.com/fp/8000afae9b691cfdb60cefe04aae219c-p_e.jpg,House for sale,Cornerstone Realtors,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/145-County-Road-201-Sargent-TX-77414/112320242_zpid/,https://www.zillow.com/homes/TX_rb/2_p/
260,52857526,"2912 Tammy Cir, Orange, TX 77630",30.066640999999997,-93.764978,139613.0,2.0,3.0,1440.0 sqft,111600.0,1198.0,0.0,https://photos.zillowstatic.com/fp/c78f61f9f7e0d00f40d561132a8ef7c3-p_e.jpg,House for sale,COUNTRYLAND PROPERTIES - BRIDGE CITY BRANCH _rrc2*-rrc_ 9000534,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/2912-Tammy-Cir-Orange-TX-77630/52857526_zpid/,https://www.zillow.com/homes/TX_rb/7_p/
161,28051726,"13219 Jasper Ln, Cypress, TX 77429",29.948172999999997,-95.621229,195000.0,2.0,2.0,1480.0 sqft,236900.0,1610.0,0.0,https://photos.zillowstatic.com/fp/a4eb91ae2d400d3211d2a7acb955b731-p_e.jpg,House for sale,BHGRE Gary Greene,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/13219-Jasper-Ln-Cypress-TX-77429/28051726_zpid/,https://www.zillow.com/homes/TX_rb/5_p/
703,27702851,"8 9th Ave N, Texas City, TX 77590",29.393775,-94.89379,249900.0,4.0,3.0,3238.0 sqft,409200.0,2810.0,0.0,https://photos.zillowstatic.com/fp/84a45729a0f41ac07453de1b3efc20a0-p_e.jpg,House for sale,Leopold & Strahan Realty Group,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8-9th-Ave-N-Texas-City-TX-77590/27702851_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
287,28223625,"15730 Walkwood Dr, Houston, TX 77079",29.775285999999998,-95.635448,515000.0,3.0,4.0,3022.0 sqft,503700.0,2635.0,0.0,https://photos.zillowstatic.com/fp/a7b0c5e6d337143b46fc791f14bcd125-p_e.jpg,House for sale,Vibrant Realty LLC,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/15730-Walkwood-Dr-Houston-TX-77079/28223625_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
518,96591587,"12513 Falls Ct, Willis, TX 77318",30.422031,-95.50104300000001,250000.0,3.0,4.0,2436.0 sqft,259300.0,2005.0,0.0,https://photos.zillowstatic.com/fp/3db3328171613f2971f9572aa231185b-p_e.jpg,House for sale,RE/MAX The Woodlands & Spring,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/12513-Falls-Ct-Willis-TX-77318/96591587_zpid/,https://www.zillow.com/homes/TX_rb/13_p/
572,27935285,"4607 Willow St, Bellaire, TX 77401",29.702378000000003,-95.456163,749000.0,4.0,4.0,2905.0 sqft,729800.0,4538.0,0.0,https://photos.zillowstatic.com/fp/3891416fdf1fa6c6fbb7371de730f20d-p_e.jpg,House for sale,IndyQuest Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/4607-Willow-St-Bellaire-TX-77401/27935285_zpid/,https://www.zillow.com/homes/TX_rb/15_p/
330,80230225,"1970 Jobes Ct, Alvin, TX 77511",29.439858,-95.254758,337000.0,3.0,4.0,2930.0 sqft,345200.0,2496.0,0.0,https://photos.zillowstatic.com/fp/78ff5ff60d40da3d9232bbfa42b18bca-p_e.jpg,House for sale,BHGRE Gary Greene,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1970-Jobes-Ct-Alvin-TX-77511/80230225_zpid/,https://www.zillow.com/homes/TX_rb/9_p/
535,112155439,"4711 Indian Trl #4, Baytown, TX 77521",29.760534999999997,-94.99968100000001,129000.0,3.0,2.0,1520.0 sqft,129000.0,1770.0,0.0,https://photos.zillowstatic.com/fp/ff05454327cac0a50b3b3b5df1e58ec9-p_e.jpg,Townhouse for sale,Vibrant Realty LLC,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/4711-Indian-Trl-4-Baytown-TX-77521/112155439_zpid/,https://www.zillow.com/homes/TX_rb/14_p/
681,65215059,"7104 Stonegate Dr, Odessa, TX 79765",31.895494,-102.293242,419900.0,2.0,3.0,2767.0 sqft,407840.0,3076.0,0.0,https://photos.zillowstatic.com/fp/3b54ee6647be68314b7a4ee6e30bc857-p_e.jpg,House for sale,Pine & Beckett - Chris Beckett,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/7104-Stonegate-Dr-Odessa-TX-79765/65215059_zpid/,https://www.zillow.com/homes/TX_rb/18_p/
670,80639829,"416 S Guadalupe St, Lockhart, TX 78644",29.880987,-97.67493,275000.0,1.0,2.0,1427.0 sqft,238000.0,1663.0,0.0,https://photos.zillowstatic.com/fp/90186bffeffae5a66ddf64ad6acfe1e2-p_e.jpg,Active,Coldwell Banker Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/416-S-Guadalupe-St-Lockhart-TX-78644/80639829_zpid/,https://www.zillow.com/homes/TX_rb/17_p/
749,28782885,"13858 Gunwale Dr, Corpus Christi, TX 78418",27.608069,-97.23596500000001,1080000.0,6.0,4.0,3138.0 sqft,1100900.0,6596.0,0.0,https://photos.zillowstatic.com/fp/c501c4ba27032e7d8b7cf0dda55cb9af-p_e.jpg,House for sale,KW Coastal Bend - Island,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/13858-Gunwale-Dr-Corpus-Christi-TX-78418/28782885_zpid/,https://www.zillow.com/homes/TX_rb/19_p/
504,28000362,"9219 Olathe St, Houston, TX 77055",29.796619,-95.518617,679999.0,3.0,3.0,2941.0 sqft,669500.0,4069.0,0.0,https://photos.zillowstatic.com/fp/a4b342990d4e2f814a617e60d01118e0-p_e.jpg,House for sale,Walzel Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/9219-Olathe-St-Houston-TX-77055/28000362_zpid/,https://www.zillow.com/homes/TX_rb/13_p/
492,331478827,"1574 Fm 166, Caldwell, TX 77836",30.535651,-96.67108,249900.0,2.0,4.0,1625.0 sqft,232500.0,1427.0,0.0,https://photos.zillowstatic.com/fp/b0ee7d6b68ceb252f95bb099292fc17e-p_e.jpg,House for sale,Coldwell Banker Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/1574-Fm-166-Caldwell-TX-77836/331478827_zpid/,https://www.zillow.com/homes/TX_rb/13_p/
763,90598661,"608 Juarez St, Wichita Falls, TX 76301",33.912335999999996,-98.478176,39940.0,1.0,2.0,818.0 sqft,35200.0,781.0,0.0,https://photos.zillowstatic.com/fp/9d3c9a4ba20c509cb050eeae5ae25a96-p_e.jpg,House for sale,940 Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/608-Juarez-St-Wichita-Falls-TX-76301/90598661_zpid/,https://www.zillow.com/homes/TX_rb/20_p/
134,62580983,"16516 Fritsche Cemetery Rd, Cypress, TX 77429",30.017907,-95.66549599999999,1350000.0,3.0,5.0,2787.0 sqft,391300.0,2288.0,0.0,https://photos.zillowstatic.com/fp/459a44a26099e85786f7fc4d6864fcd6-p_e.jpg,House for sale,Texas United Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/16516-Fritsche-Cemetery-Rd-Cypress-TX-77429/62580983_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
269,68442788,"501 Bayview Blvd, Portland, TX 78374",27.872829,-97.326043,674995.0,3.0,2.0,3180.0 sqft,483200.0,2950.0,0.0,https://photos.zillowstatic.com/fp/524f4405898ebab22d87e20c769aa605-p_e.jpg,House for sale,Coldwell Banker Pacesetter Ste,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/501-Bayview-Blvd-Portland-TX-78374/68442788_zpid/,https://www.zillow.com/homes/TX_rb/7_p/
437,27542616,"6630 Maczali Dr, Missouri City, TX 77489",29.594184999999996,-95.48496800000001,230000.0,2.0,3.0,1706.0 sqft,192000.0,1580.0,0.0,https://photos.zillowstatic.com/fp/36eabcbf855b11d7ccea0c3cbc72544f-p_e.jpg,House for sale,"Opendoor Brokerage, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/6630-Maczali-Dr-Missouri-City-TX-77489/27542616_zpid/,https://www.zillow.com/homes/TX_rb/11_p/
401,161438492,"17315 Hannah Oaks Ln, Humble, TX 77396",29.971149,-95.224003,275000.0,2.0,4.0,2416.0 sqft,249600.0,2141.0,0.0,https://photos.zillowstatic.com/fp/2d272261e05d9c7884a75ef09881af1c-p_e.jpg,House for sale,"Opendoor Brokerage, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/17315-Hannah-Oaks-Ln-Humble-TX-77396/161438492_zpid/,https://www.zillow.com/homes/TX_rb/11_p/
126,26451069,"6610 Cedarhill, San Antonio, TX 78238",29.495547,-98.63536500000001,235000.0,2.0,3.0,1183.0 sqft,194600.0,1397.0,0.0,https://photos.zillowstatic.com/fp/6755840f322657c26a1b7ede84c5c9a4-p_e.jpg,House for sale,Opendoor Brokerage LLC,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/6610-Cedarhill-San-Antonio-TX-78238/26451069_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
